return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0004126,O0040753,S0057,2025-07-27,Quality below expectation,47.89,Completed
R0001723,O0018945,S0027,2024-07-18,Wrong item shipped,29.69,Completed
R0003269,O0034333,S0048,2025-04-17,Changed my mind,59.99,Complete
R0002363,O0025836,S0035,2025-12-13,Better price found elsewhere,21.09,Completed
R0003239,O0033908,S0047,2025-12-07,Counterfeit suspected,46.85,Completed
R0002178,O0024562,S0034,2024-05-20,Item not as described,14.11,Rejected
R0002768,O0029003,S0040,2025-06-18,Damaged on arrival,15.07,Completed
R0002924,O0030265,S0042,2025-08-17,Size/fit issue,104.45,Completed
R0002602,O0028319,S0039,2024-07-16,Item not as described,40.8,Completed
R0002373,O0025888,S0035,2025-12-25,Late delivery,28.05,Completed
R0000870,O0010606,S0016,2024-04-30,Counterfeit suspected,71.88,Rejected
R0004391,O0042536,S0059,2025-12-14,Quality below expectation,41.48,Completed
R0000271,O0003326,S0006,2024-03-01,Better price found elsewhere,47.6,Completed
R0002146,O0024313,S0033,2025-10-06,Better price found elsewhere,19.45,Completed
R0001048,O0012721,S0018,2025-08-02,Item not as described,28.24,Completed
R0001821,O0020670,S0029,2024-03-11,Wrong item shipped,40.02,Rejected
R0001330,O0015673,S0022,2025-05-27,Damaged on arrival,30.07,Pending
R0004087,O0040552,S0057,2025-02-27,Damaged on arrival,29.49,Completed
R0000151,O0001702,S0003,2025-06-01,Size/fit issue,80.4,Rejected
R0003914,O0038881,S0054,2025-05-26,Missing parts/accessories,32.87,Completed
R0002149,O0024338,S0033,2025-10-27,Damaged on arrival,56.19,Completed
R0000945,O0011681,S0017,2024-08-20,Quality below expectation,93.5,Pending
R0000575,O0006191,S0010,2025-03-06,Changed my mind,26.65,Rejected
R0001454,O0017272,S0024,2025-06-17,Wrong item shipped,69.93,Rejected
R0002236,O0024940,S0034,2025-05-22,Late delivery,29.88,Completed
R0003764,O0038278,S0054,2024-01-31,Late delivery,29.06,Pending
R0003065,O0031983,S0045,2025-02-27,Missing parts/accessories,49.86,Completed
R0000789,O0009190,S0014,2024-09-26,Late delivery,27.26,Complete
R0002029,O0023098,S0032,2024-09-01,Changed my mind,33.74,Complete
R0002299,O0025204,S0035,2024-02-18,Changed my mind,75.33,Completed
R0001068,O0012983,S0019,2024-04-24,Item not as described,45.6,Rejected
R0000396,O0004559,S0007,2025-12-14,Changed my mind,44.64,Completed
R0003038,O0031791,S0045,2024-10-12,Better price found elsewhere,69.21,Completed
R0001494,O0017595,S0025,2024-06-09,Wrong item shipped,32.52,Completed
R0000971,O0012013,S0017,2025-05-19,Late delivery,25.35,Completed
R0003531,O0035537,S0050,2024-09-04,Missing parts/accessories,82.37,Completed
R0003451,O0035107,S0049,2025-06-24,Counterfeit suspected,31.24,Completed
R0002422,O0026274,S0036,2024-10-21,Size/fit issue,13.76,Completed
R0002780,O0029079,S0040,2025-09-08,Item not as described,52.24,Completed
R0003571,O0035822,S0050,2025-06-27,Wrong item shipped,27.23,Rejected
R0000751,O0008926,S0014,2024-01-21,Damaged on arrival,61.27,Rejected
R0002517,O0027413,S0037,2025-09-06,Item not as described,24.77,Pending
R0002051,O0023404,S0032,2025-04-12,Wrong item shipped,6.54,Completed
R0003346,O0034734,S0049,2024-07-01,Item not as described,54.01,Pending
R0001617,O0018172,S0025,2025-11-11,Quality below expectation,33.54,Completed
R0000281,O0003443,S0006,2024-05-21,Wrong item shipped,72.59,Completed
R0001524,O0017777,S0025,2024-12-20,Quality below expectation,50.57,Completed
R0000362,O0004290,S0007,2024-06-25,Wrong item shipped,34.95,Rejected
R0001409,O0016810,S0023,2025-10-12,Missing parts/accessories,29.33,Completed
R0002706,O0028730,S0040,2024-06-11,Item not as described,59.42,Completed
R0002851,O0029488,S0041,2025-08-15,Changed my mind,69.65,Complete
R0001239,O0014954,S0021,2025-11-07,Quality below expectation,79.6,Completed
R0003270,O0034343,S0048,2025-05-29,Size/fit issue,25.45,Pending
R0000816,O0009589,S0014,2025-10-06,Changed my mind,66.71,Pending
R0001876,O0020960,S0029,2024-11-27,Changed my mind,20.8,Complete
R0001196,O0014709,S0021,2024-12-02,Damaged on arrival,32.48,Complete
R0003566,O0035812,S0050,2025-05-10,Size/fit issue,52.85,Pending
R0004017,O0039497,S0055,2025-05-26,Missing parts/accessories,50.85,Completed
R0001717,O0018872,S0027,2024-04-08,Quality below expectation,111.18,Completed
R0002897,O0030105,S0042,2025-03-22,Counterfeit suspected,61.5,Completed
R0000028,O0000513,S0002,2024-02-23,Counterfeit suspected,72.83,Completed
R0001177,O0014556,S0021,2024-04-15,Damaged on arrival,42.5,Completed
R0000359,O0004284,S0007,2024-06-03,Quality below expectation,54.38,Completed
R0000270,O0003323,S0006,2024-02-28,Size/fit issue,56.12,Completed
R0001783,O0019844,S0028,2024-08-13,Counterfeit suspected,38.22,Completed
R0004265,O0041632,S0058,2025-07-22,Late delivery,37.12,Completed
R0003251,O0034047,S0048,2024-06-21,Unknown,62.37,Completed
R0003901,O0038831,S0054,2025-04-14,Counterfeit suspected,41.63,Completed
R0001504,O0017632,S0025,2024-08-05,Size/fit issue,41.99,Completed
R0003662,O0036344,S0051,2024-10-31,Changed my mind,36.25,Completed
R0003849,O0038605,S0054,2024-09-24,Changed my mind,26.91,Complete
R0002913,O0030199,S0042,2025-05-23,Quality below expectation,40.24,Completed
R0001014,O0012426,S0018,2024-07-22,Better price found elsewhere,37.83,Completed
R0000879,O0010739,S0016,2024-07-15,Unknown,38.79,Completed
R0002379,O0025930,S0036,2024-03-01,Missing parts/accessories,35.16,Completed
R0004409,O0042602,S0060,2024-03-29,Damaged on arrival,81.95,Rejected
R0001372,O0016186,S0023,2024-07-05,Size/fit issue,51.45,Completed
R0004322,O0042244,S0059,2025-02-26,Wrong item shipped,30.74,Completed
R0000573,O0006176,S0010,2025-04-04,Item not as described,40.06,Completed
R0000060,O0001108,S0003,2024-01-07,Changed my mind,37.7,Completed
R0001575,O0017983,S0025,2025-07-04,Late delivery,30.5,Completed
R0003773,O0038356,S0054,2024-03-14,Counterfeit suspected,47.92,Complete
R0000699,O0007999,S0012,2024-12-30,Better price found elsewhere,46.61,Completed
R0000610,O0006419,S0010,2025-09-25,Missing parts/accessories,44.45,Completed
R0002816,O0029186,S0040,2025-12-31,Item not as described,45.19,Pending
R0001712,O0018852,S0027,2024-05-14,Better price found elsewhere,81.62,Completed
R0003086,O0032110,S0045,2025-06-14,Changed my mind,33.49,Completed
R0002874,O0029874,S0042,2024-08-03,Better price found elsewhere,72.34,Completed
R0001950,O0021833,S0030,2025-01-17,Changed my mind,23.16,Complete
R0002223,O0024849,S0034,2025-02-28,Late delivery,49.83,Completed
R0002785,O0029098,S0040,2025-09-14,Better price found elsewhere,36.81,Pending
R0000876,O0010701,S0016,2024-07-05,Changed my mind,54.7,Rejected
R0002235,O0024929,S0034,2025-05-14,Wrong item shipped,74.09,Completed
R0003521,O0035445,S0050,2024-06-29,Quality below expectation,66.43,Complete
R0002906,O0030125,S0042,2025-04-16,Better price found elsewhere,71.31,Pending
R0002603,O0028321,S0039,2024-07-28,Damaged on arrival,39.08,Completed
R0003758,O0038243,S0053,2025-12-17,Unknown,57.4,Completed
R0001619,O0018177,S0025,2025-12-15,Quality below expectation,29.9,Complete
R0002427,O0026313,S0036,2024-12-10,Quality below expectation,100.15,Completed
R0003540,O0035642,S0050,2025-01-24,Size/fit issue,72.02,Completed
R0003774,O0038357,S0054,2024-03-11,Missing parts/accessories,34.99,Complete
R0002078,O0023712,S0033,2024-01-24,Counterfeit suspected,65.59,Pending
R0004175,O0040948,S0058,2024-01-19,Unknown,35.01,Pending
R0000083,O0001278,S0003,2024-06-22,Size/fit issue,26.42,Completed
R0001128,O0013629,S0019,2025-07-23,Missing parts/accessories,50.51,Completed
R0000845,O0010194,S0015,2025-04-28,Wrong item shipped,58.59,Completed
R0002818,O0029190,S0040,2025-12-26,Changed my mind,33.22,Pending
R0001430,O0016899,S0024,2024-01-17,Size/fit issue,38.87,Completed
R0004023,O0039624,S0055,2026-01-02,Missing parts/accessories,46.18,Completed
R0004002,O0039255,S0055,2024-04-23,Quality below expectation,44.05,Completed
R0000445,O0005247,S0009,2024-09-17,Counterfeit suspected,45.03,Completed
R0000296,O0003681,S0006,2024-11-08,Changed my mind,89.06,Completed
R0001660,O0018422,S0026,2024-10-31,Missing parts/accessories,68.05,Pending
R0002820,O0029211,S0041,2024-02-10,Changed my mind,66.23,Completed
R0004314,O0042160,S0059,2024-11-10,Damaged on arrival,34.27,Completed
R0003868,O0038694,S0054,2024-12-16,Damaged on arrival,41.01,Completed
R0004078,O0040462,S0057,2024-11-14,Better price found elsewhere,23.53,Completed
R0002847,O0029425,S0041,2025-04-02,Damaged on arrival,41.83,Pending
R0002658,O0028532,S0039,2025-10-07,Counterfeit suspected,119.63,Completed
R0004417,O0042659,S0060,2024-06-22,Damaged on arrival,30.89,Completed
R0000557,O0006018,S0010,2024-11-14,Better price found elsewhere,58.61,Completed
R0000703,O0008077,S0012,2025-02-12,Late delivery,47.44,Completed
R0000462,O0005566,S0010,2024-01-22,Changed my mind,52.76,Completed
R0001060,O0012896,S0019,2024-02-27,Size/fit issue,33.68,Complete
R0001572,O0017980,S0025,2025-06-03,Late delivery,33.63,Completed
R0003465,O0035159,S0049,2025-09-05,Counterfeit suspected,36.42,Rejected
R0003740,O0037907,S0053,2024-04-11,Changed my mind,54.18,Complete
R0000476,O0005603,S0010,2024-01-23,Better price found elsewhere,20.71,Completed
R0002700,O0028718,S0040,2024-06-14,Quality below expectation,20.8,Completed
R0000096,O0001433,S0003,2024-11-16,Wrong item shipped,52.25,Completed
R0000593,O0006272,S0010,2025-06-05,Better price found elsewhere,15.01,Complete
R0000393,O0004532,S0007,2025-10-19,Quality below expectation,59.84,Completed
R0003372,O0034821,S0049,2024-10-05,Wrong item shipped,42.34,Completed
R0000768,O0009021,S0014,2024-05-03,Better price found elsewhere,26.82,Completed
R0000722,O0008500,S0013,2024-03-16,Unknown,74.18,Complete
R0002522,O0027451,S0037,2025-10-10,Size/fit issue,93.62,Complete
R0000936,O0011506,S0017,2024-04-08,Changed my mind,87.11,Completed
R0000416,O0005033,S0008,2025-11-20,Wrong item shipped,41.84,Completed
R0003915,O0038882,S0054,2025-05-26,Counterfeit suspected,71.72,Rejected
R0000153,O0001705,S0003,2025-06-06,Changed my mind,48.2,Pending
R0003502,O0035302,S0049,2025-12-10,Unknown,54.36,Complete
R0000973,O0012018,S0017,2025-06-09,Changed my mind,77.78,Completed
R0002743,O0028891,S0040,2025-02-15,Damaged on arrival,21.85,Completed
R0003061,O0031968,S0045,2025-02-27,Item not as described,40.24,Pending
R0002846,O0029409,S0041,2025-02-16,Changed my mind,47.99,Completed
R0003428,O0035015,S0049,2025-03-25,Missing parts/accessories,56.52,Completed
R0000736,O0008585,S0013,2024-09-11,Quality below expectation,94.4,Completed
R0000473,O0005591,S0010,2024-02-03,Counterfeit suspected,60.27,Completed
R0001077,O0013049,S0019,2024-05-23,Size/fit issue,103.2,Completed
R0000696,O0007914,S0012,2024-11-05,Item not as described,18.01,Complete
R0001437,O0017050,S0024,2024-07-05,Better price found elsewhere,30.35,Completed
R0003719,O0037506,S0052,2025-04-27,Size/fit issue,36.76,Completed
R0000769,O0009023,S0014,2024-05-15,Better price found elsewhere,55.03,Completed
R0000414,O0005006,S0008,2025-10-09,Changed my mind,58.21,Completed
R0001150,O0014186,S0020,2025-02-02,Item not as described,45.67,Complete
R0002620,O0028392,S0039,2024-12-13,Quality below expectation,41.9,Complete
R0000307,O0003852,S0006,2025-03-23,Late delivery,26.0,Completed
R0002632,O0028456,S0039,2025-05-09,Wrong item shipped,56.27,Completed
R0000515,O0005823,S0010,2024-07-28,Missing parts/accessories,38.52,Rejected
R0000503,O0005721,S0010,2024-04-24,Changed my mind,14.59,Completed
R0001401,O0016759,S0023,2025-09-05,Changed my mind,32.51,Complete
R0004256,O0041607,S0058,2025-08-06,Item not as described,33.53,Complete
R0003099,O0032277,S0045,2025-09-22,Late delivery,37.83,Completed
R0001509,O0017677,S0025,2024-09-04,Better price found elsewhere,30.19,Completed
R0000292,O0003637,S0006,2024-10-03,Late delivery,47.4,Completed
R0002798,O0029150,S0040,2025-11-27,Wrong item shipped,34.32,Pending
R0001079,O0013056,S0019,2024-05-25,Counterfeit suspected,42.5,Completed
R0001489,O0017571,S0025,2024-06-04,Missing parts/accessories,46.33,Pending
R0003997,O0039189,S0054,2025-12-29,Wrong item shipped,34.75,Completed
R0000268,O0003270,S0006,2024-02-14,Wrong item shipped,53.13,Pending
R0000555,O0006013,S0010,2024-11-23,Damaged on arrival,103.18,Completed
R0003945,O0039000,S0054,2025-09-17,Damaged on arrival,62.46,Pending
R0002143,O0024279,S0033,2025-09-11,Changed my mind,32.72,Complete
R0001195,O0014707,S0021,2024-11-22,Missing parts/accessories,47.79,Completed
R0002599,O0028300,S0039,2024-05-24,Wrong item shipped,49.45,Complete
R0004289,O0041876,S0059,2024-01-31,Size/fit issue,76.66,Completed
R0000517,O0005830,S0010,2024-07-16,Better price found elsewhere,53.66,Completed
R0003591,O0035933,S0050,2025-10-23,Item not as described,57.16,Completed
R0002955,O0030536,S0043,2024-04-29,Quality below expectation,52.85,Completed
R0001718,O0018875,S0027,2024-04-26,Changed my mind,44.72,Pending
R0002551,O0027704,S0038,2024-07-14,Counterfeit suspected,34.36,Pending
R0001224,O0014897,S0021,2025-09-12,Item not as described,28.77,Completed
R0002952,O0030473,S0042,2025-12-17,Damaged on arrival,41.88,Pending
R0000115,O0001506,S0003,2025-01-07,Better price found elsewhere,44.53,Completed
R0003075,O0032010,S0045,2025-02-17,Counterfeit suspected,16.99,Completed
R0001149,O0014150,S0020,2024-11-24,Missing parts/accessories,94.1,Pending
R0004274,O0041667,S0058,2025-09-02,Size/fit issue,60.99,Completed
R0001905,O0021516,S0030,2024-03-27,Wrong item shipped,42.54,Pending
R0004228,O0041467,S0058,2025-04-01,Unknown,107.14,Completed
R0003387,O0034886,S0049,2024-11-20,Item not as described,131.31,Completed
R0003817,O0038494,S0054,2024-07-01,Missing parts/accessories,80.66,Completed
R0003007,O0031483,S0045,2024-02-09,Changed my mind,23.73,Completed
R0002021,O0023000,S0032,2024-05-26,Item not as described,23.67,Completed
R0002358,O0025809,S0035,2025-10-28,Counterfeit suspected,73.07,Completed
R0000199,O0002324,S0004,2025-01-10,Unknown,61.06,Completed
R0003978,O0039132,S0054,2025-12-04,Late delivery,99.79,Completed
R0000241,O0002779,S0005,2024-08-12,Changed my mind,70.9,Completed
R0001098,O0013220,S0019,2024-09-05,Item not as described,88.03,Completed
R0000931,O0011482,S0017,2024-03-28,Damaged on arrival,54.13,Completed
R0001791,O0020069,S0028,2025-02-07,Better price found elsewhere,48.69,Completed
R0001441,O0017083,S0024,2024-10-11,Changed my mind,24.31,Completed
R0002097,O0023817,S0033,2024-06-06,Quality below expectation,39.94,Completed
R0000510,O0005810,S0010,2024-06-09,Changed my mind,9.67,Rejected
R0002831,O0029302,S0041,2024-08-18,Quality below expectation,65.15,Complete
R0002406,O0026178,S0036,2024-08-31,Changed my mind,34.4,Completed
R0001187,O0014668,S0021,2024-10-07,Quality below expectation,13.39,Completed
R0000200,O0002339,S0004,2025-02-04,Late delivery,36.78,Completed
R0002394,O0026100,S0036,2024-07-02,Size/fit issue,114.76,Completed
R0000782,O0009109,S0014,2024-07-11,Changed my mind,90.28,Completed
R0003922,O0038905,S0054,2025-05-23,Item not as described,94.22,Completed
R0000514,O0005822,S0010,2024-07-21,Counterfeit suspected,31.4,Rejected
R0003204,O0033361,S0046,2025-12-29,Late delivery,47.16,Completed
R0000217,O0002530,S0004,2025-10-23,Quality below expectation,45.14,Completed
R0003992,O0039172,S0054,2025-12-13,Quality below expectation,70.78,Pending
R0000529,O0005865,S0010,2024-08-03,Better price found elsewhere,45.32,Completed
R0002456,O0026937,S0037,2024-03-28,Wrong item shipped,45.15,Pending
R0000289,O0003624,S0006,2024-10-04,Wrong item shipped,51.97,Completed
R0000543,O0005960,S0010,2024-10-16,Item not as described,13.98,Rejected
R0000594,O0006320,S0010,2025-07-15,Counterfeit suspected,38.65,Completed
R0001648,O0018359,S0026,2024-08-08,Late delivery,36.65,Pending
R0000556,O0006014,S0010,2024-11-17,Better price found elsewhere,11.76,Pending
R0004301,O0042033,S0059,2024-06-20,Changed my mind,32.54,Completed
R0001929,O0021700,S0030,2024-09-15,Item not as described,46.76,Completed
R0002123,O0024056,S0033,2025-01-25,Counterfeit suspected,53.5,Completed
R0001996,O0022675,S0031,2025-06-19,Better price found elsewhere,21.33,Completed
R0003207,O0033397,S0047,2024-01-28,Changed my mind,68.88,Rejected
R0000829,O0009917,S0015,2024-07-12,Better price found elsewhere,34.85,Completed
R0000707,O0008196,S0012,2025-05-15,Size/fit issue,45.13,Completed
R0001179,O0014561,S0021,2024-04-15,Unknown,65.53,Completed
R0002280,O0025123,S0034,2025-11-13,Changed my mind,52.76,Pending
R0004394,O0042555,S0060,2024-01-30,Changed my mind,62.05,Completed
R0000650,O0006989,S0011,2024-11-21,Size/fit issue,29.94,Complete
R0003470,O0035173,S0049,2025-09-05,Unknown,19.08,Complete
R0000715,O0008336,S0012,2025-09-18,Damaged on arrival,33.31,Complete
R0002214,O0024814,S0034,2025-01-14,Better price found elsewhere,25.28,Completed
R0001114,O0013362,S0019,2025-01-15,Item not as described,54.59,Complete
R0003226,O0033794,S0047,2025-08-06,Better price found elsewhere,31.06,Complete
R0003845,O0038595,S0054,2024-10-01,Wrong item shipped,33.85,Completed
R0001531,O0017799,S0025,2024-12-29,Late delivery,49.59,Completed
R0001517,O0017724,S0025,2024-10-23,Quality below expectation,39.52,Completed
R0003836,O0038564,S0054,2024-09-04,Wrong item shipped,101.16,Completed
R0000636,O0006632,S0011,2024-03-29,Late delivery,88.47,Completed
R0000147,O0001690,S0003,2025-04-12,Quality below expectation,23.48,Pending
R0002192,O0024676,S0034,2024-10-05,Item not as described,29.94,Completed
R0000991,O0012197,S0017,2025-10-13,Wrong item shipped,15.98,Completed
R0002506,O0027229,S0037,2025-02-26,Wrong item shipped,46.06,Completed
R0002621,O0028398,S0039,2025-01-09,Damaged on arrival,53.62,Completed
R0002038,O0023131,S0032,2024-10-01,Late delivery,48.04,Complete
R0001493,O0017588,S0025,2024-06-14,Unknown,49.15,Pending
R0000442,O0005233,S0009,2024-09-23,Counterfeit suspected,39.15,Completed
R0003368,O0034807,S0049,2024-08-21,Damaged on arrival,64.75,Pending
R0001071,O0013001,S0019,2024-04-25,Damaged on arrival,28.37,Completed
R0002956,O0030651,S0043,2024-12-12,Changed my mind,23.09,Completed
R0002930,O0030293,S0042,2025-09-12,Quality below expectation,28.88,Pending
R0002420,O0026244,S0036,2024-10-10,Better price found elsewhere,44.61,Completed
R0000144,O0001677,S0003,2025-04-29,Wrong item shipped,58.99,Completed
R0002795,O0029141,S0040,2025-11-22,Counterfeit suspected,19.77,Completed
R0001080,O0013059,S0019,2024-06-10,Better price found elsewhere,61.1,Pending
R0003255,O0034056,S0048,2024-07-08,Unknown,27.77,Complete
R0001443,O0017099,S0024,2024-10-18,Size/fit issue,19.0,Completed
R0001503,O0017629,S0025,2024-07-03,Item not as described,38.28,Completed
R0003636,O0036189,S0051,2024-06-27,Quality below expectation,23.88,Completed
R0003872,O0038706,S0054,2024-12-31,Unknown,23.29,Completed
R0001943,O0021807,S0030,2024-11-30,Item not as described,44.81,Pending
